	canonical_smiles	molecule_chembl_id	pchembl_value	standard_type	interval
920	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4C)cc3	CHEMBL475063	5.08	Ki	A
921	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4F)cc3	CHEMBL515588	4.96	Ki	A
922	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4cccc(F)c4)cc3	CHEMBL474865	5.11	Ki	A
923	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3	CHEMBL474664	5.23	Ki	A
924	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)nc3	CHEMBL519763	4.85	Ki	A
925	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)nc3	CHEMBL517082	4.51	Ki	A
926	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)c(Cl)c3	CHEMBL474059	5.96	Ki	A
927	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)c(C)c3	CHEMBL473654	5.64	Ki	A
928	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)c(c3)C(=O)C	CHEMBL481227	5.02	Ki	A
929	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL481034	5.11	Ki	A
930	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)c(Cl)c3	CHEMBL519135	6.01	Ki	B
931	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)cc3C	CHEMBL516749	4.64	Ki	A
932	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)c(C)c3	CHEMBL479461	5.7	Ki	A
933	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)cc3OC	CHEMBL479460	4.54	Ki	A
934	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)c(OC)c3	CHEMBL480634	5.14	Ki	A
935	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)Cc4ccccc4)cc3	CHEMBL475062	4.82	Ki	A
936	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)cc3	CHEMBL482388	4.96	Ki	A
937	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)N(C)C)cc3	CHEMBL521115	4.8	Ki	A
938	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C4CCCCC4)cc3	CHEMBL482191	4.19	Ki	A
939	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C4CC4)cc3	CHEMBL479831	4.92	Ki	A
940	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C(C)C)cc3	CHEMBL482348	4.82	Ki	A
941	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C(F)(F)F)cc3	CHEMBL519633	4.82	Ki	A
942	CCCCS(=O)(=O)Nc1ccc(cc1)C(=O)N[C@@H](CC2(C)CCCC2)C(=O)N[C@H]3[C@H](CC)OCC3=O	CHEMBL519115	4.68	Ki	A
943	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)CC)cc3	CHEMBL480381	4.77	Ki	A
944	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3cccc(c3)S(=O)(=O)NC	CHEMBL482168	4.82	Ki	A
945	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(cc3)S(=O)(=O)NC	CHEMBL482167	4.57	Ki	A
946	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(cc3)N(C)S(=O)(=O)C	CHEMBL482166	4.96	Ki	A
947	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3cccc(NS(=O)(=O)C)c3	CHEMBL481503	5.6	Ki	A
948	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3ccc(NS(=O)(=O)C)cc3	CHEMBL471972	4.92	Ki	A
949	CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC(C)(C)C)NC(=O)c2ccsc2	CHEMBL512367	5.0	Ki	A
950	CC(=O)C1=C(Nc2ccc(Cl)cc2)Nc3c(Cl)cc(cc3C1=O)[N+](=O)[O-]	CHEMBL492175	9.36	IC50	C
951	CC(=O)C1=C(Nc2ccc(C)cc2Cl)Nc3c(cc(Cl)cc3[N+](=O)[O-])C1=O	CHEMBL521771	8.78	IC50	C
952	CC(=O)C1=C(Nc2ccc(Cl)cc2Cl)Nc3c(cc(Cl)cc3[N+](=O)[O-])C1=O	CHEMBL491348	4.7	IC50	A
953	CC(=O)C1=C(Nc2ccc(Br)cc2)Nc3c(Br)ccc(Br)c3C1=O	CHEMBL470707	5.97	IC50	A
954	CC(=O)C1=C(Nc2ccc(Cl)cc2)Nc3c(Br)ccc(Cl)c3C1=O	CHEMBL513042	6.0	IC50	B
955	CC(=O)C1=C(Nc2ccc(Cl)cc2Cl)Nc3c(Cl)ccc(Cl)c3C1=O	CHEMBL471915	5.91	IC50	A
956	CC(=O)C1=C(Nc2ccc(Br)cc2Br)Nc3c(Cl)ccc(C)c3C1=O	CHEMBL523822	5.86	IC50	A
957	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc2ccccc2)C=O	CHEMBL423112	5.9	IC50	A
958	CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2CCC[C@H]2C(=O)O	CHEMBL490920	5.51	IC50	A
959	FCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3	CHEMBL2368566	6.29	IC50	B
960	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(=O)O	CHEMBL296588	6.1	IC50	B
961	CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N	CHEMBL474484	5.85	IC50	A
962	CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N	CHEMBL450061	5.7	IC50	A
963	Clc1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1	CHEMBL550246	6.6	IC50	B
964	Clc1cccc(C[C@H](NC(=O)C2CCCCC2)C(=O)NCC#N)c1	CHEMBL557920	5.9	IC50	A
965	Clc1cccc(C[C@H](NC(=O)C2=CCCCC2)C(=O)NCC#N)c1	CHEMBL561725	6.3	IC50	B
966	Clc1cccc(C[C@H](NC(=O)C2CCCCCC2)C(=O)NCC#N)c1	CHEMBL550247	6.5	IC50	B
967	Cc1ccc(cc1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL560785	6.6	IC50	B
968	Cc1cccc(c1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL561927	6.6	IC50	B
969	Cc1ccccc1C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL572332	6.1	IC50	B
970	Clc1cccc(C[C@H](NC(=O)c2cccc(Cl)c2)C(=O)NCC#N)c1	CHEMBL551805	7.1	IC50	B
971	Cc1ccc(C)c(c1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL560786	7.1	IC50	B
972	Cc1cccc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1C	CHEMBL562325	6.5	IC50	B
973	Cc1cc(C)cc(c1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL559238	7.3	IC50	B
974	Clc1cccc(C[C@H](NC(=O)c2cccc3ccccc23)C(=O)NCC#N)c1	CHEMBL551121	6.6	IC50	B
975	Clc1cccc(C[C@H](NC(=O)c2cccc3CCCCc23)C(=O)NCC#N)c1	CHEMBL556217	6.4	IC50	B
976	Clc1cccc(C[C@H](NC(=O)c2ccnc3ccccc23)C(=O)NCC#N)c1	CHEMBL552001	7.0	IC50	B
977	Cc1ccc2cc(C)cc(C(=O)N[C@@H](Cc3cccc(Cl)c3)C(=O)NCC#N)c2c1	CHEMBL549365	7.7	IC50	B
978	Cc1nn(C)cc1C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL556421	5.9	IC50	A
979	Cc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1	CHEMBL551059	6.3	IC50	B
980	Cc1oc(C)c(n1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL563522	6.2	IC50	B
981	Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N	CHEMBL551060	6.4	IC50	B
982	Cc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c(C)s1	CHEMBL561586	7.1	IC50	B
983	CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1	CHEMBL563886	7.2	IC50	B
984	CC(C)c1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1	CHEMBL562462	7.1	IC50	B
985	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)C(C)(C)C	CHEMBL564131	7.9	IC50	B
986	Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1	CHEMBL565079	7.9	IC50	B
987	Clc1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1	CHEMBL550246	6.6	IC50	B
988	Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1	CHEMBL565079	7.9	IC50	B
989	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)C(C)(C)C	CHEMBL564131	7.9	IC50	B
990	Cn1cc(cn1)c2cccc(C[C@H](NC(=O)c3ccccc3)C(=O)NCC#N)c2	CHEMBL560736	6.3	IC50	B
991	Cn1nccc1c2cccc(C[C@H](NC(=O)c3ccccc3)C(=O)NCC#N)c2	CHEMBL559248	5.5	IC50	A
992	O=C(NCC#N)[C@H](Cc1cccc(c1)c2ccncc2)NC(=O)c3ccccc3	CHEMBL556504	5.8	IC50	A
993	O=C(NCC#N)[C@H](Cc1cccc(c1)c2cccnc2)NC(=O)c3ccccc3	CHEMBL550059	5.7	IC50	A
994	O=C(NCC#N)[C@H](Cc1cccc(c1)c2cncnc2)NC(=O)c3ccccc3	CHEMBL551533	5.4	IC50	A
995	Cn1cc(cn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2	CHEMBL563471	7.8	IC50	B
996	O=C(NCC#N)[C@H](Cc1cccc(c1)c2cn[nH]c2)NC(=O)c3ccccc3	CHEMBL561802	6.1	IC50	B
997	O=C(NCC#N)[C@H](Cc1cccc(c1)c2ccn[nH]2)NC(=O)c3ccccc3	CHEMBL563056	5.8	IC50	A
998	O=C(NCC#N)[C@H](Cc1cccc(c1)c2ccccn2)NC(=O)c3ccccc3	CHEMBL556434	5.5	IC50	A
999	O=C(NCC#N)[C@H](Cc1cccc(c1)c2cccnn2)NC(=O)c3ccccc3	CHEMBL556436	5.9	IC50	A
1000	O=C(NCC#N)[C@H](Cc1cccc(c1)c2ocnn2)NC(=O)c3ccccc3	CHEMBL564626	6.3	IC50	B
1001	O=C(NCC#N)[C@H](Cc1cccc(c1)c2nncs2)NC(=O)c3ccccc3	CHEMBL559880	6.7	IC50	B
1002	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(c2)c3ocnn3)C(=O)NCC#N)C(C)(C)C	CHEMBL562915	7.8	IC50	B
1003	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(c2)c3nncs3)C(=O)NCC#N)C(C)(C)C	CHEMBL549378	8.3	IC50	C
1004	Cc1oc(nn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2	CHEMBL550872	8.3	IC50	C
1005	Cc1nnc(s1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2	CHEMBL562844	6.9	IC50	B
1006	COCc1oc(nn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2	CHEMBL554065	8.4	IC50	C
1007	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(c2)c3oc(CO)nn3)C(=O)NCC#N)C(C)(C)C	CHEMBL549791	8.2	IC50	C
1008	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(c2)c3oc(CN)nn3)C(=O)NCC#N)C(C)(C)C	CHEMBL557455	8.7	IC50	C
1009	Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(c2)c3oc(CCN)nn3)C(=O)NCC#N)C(C)(C)C	CHEMBL555122	8.9	IC50	C
1010	OCCCn1cnc2c(NCc3cccc(c3)c4ccc5[nH]ccc5c4)nc(nc12)C#N	CHEMBL569190	6.72	IC50	B
1011	CC(=O)Nc1cccc(c1)c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL570364	6.4	IC50	B
1012	OCCCn1cnc2c(NCc3cccc(c3)c4ccc5cc[nH]c5c4)nc(nc12)C#N	CHEMBL584314	6.34	IC50	B
1013	OCCCn1cnc2c(NCc3cccc(c3)c4ccsc4)nc(nc12)C#N	CHEMBL497237	6.32	IC50	B
1014	OCCCn1cnc2c(NCc3cccc(c3)c4cocc4)nc(nc12)C#N	CHEMBL497435	6.22	IC50	B
1015	OCCCn1cnc2c(NCc3cccc(c3)c4cccc(Cl)c4)nc(nc12)C#N	CHEMBL566094	6.16	IC50	B
1016	OCCCn1cnc2c(NCc3cccc(c3)c4ccccc4)nc(nc12)C#N	CHEMBL524619	6.1	IC50	B
1017	COC(=O)c1cccc(c1)c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL496404	6.1	IC50	B
1018	OCCCn1cnc2c(NCc3cccc(c3)c4ccc5ccccc5c4)nc(nc12)C#N	CHEMBL497234	6.1	IC50	B
1019	OCCCn1cnc2c(NCc3cccc(c3)c4occc4)nc(nc12)C#N	CHEMBL497235	6.08	IC50	B
1020	OCCCn1cnc2c(NCc3cccc(c3)c4cc(Cl)cc(Cl)c4)nc(nc12)C#N	CHEMBL495016	6.05	IC50	B
1021	OCCCn1cnc2c(NCc3cccc(c3)c4cccs4)nc(nc12)C#N	CHEMBL525165	6.05	IC50	B
1022	CC(C)c1ccccc1c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL569883	6.05	IC50	B
1023	OCCCn1cnc2c(NCc3cccc(c3)c4cn(c5ccccc45)S(=O)(=O)c6ccccc6)nc(nc12)C#N	CHEMBL582971	6.0	IC50	B
1024	Cc1cccc(C)c1c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL576484	6.0	IC50	B
1025	OCCCn1cnc2c(NCc3cccc(c3)c4ccc(C=C)cc4)nc(nc12)C#N	CHEMBL497019	5.96	IC50	A
1026	COc1ccc(cc1)c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL524075	5.96	IC50	A
1027	Cc1ccccc1c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL521904	5.96	IC50	A
1028	CC(C)Oc1c(Br)cccc1c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL497620	5.89	IC50	A
1029	CN(C)c1cccc(c1)c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL495803	5.85	IC50	A
1030	COC(=O)c1ccccc1c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL571276	5.85	IC50	A
1031	OCCCn1cnc2c(NCc3cccc(c3)c4ccccc4C(F)(F)F)nc(nc12)C#N	CHEMBL571711	5.82	IC50	A
1032	OCCCn1cnc2c(NCc3cccc(c3)c4cccc(C=C)c4)nc(nc12)C#N	CHEMBL497018	5.82	IC50	A
1033	OCCCn1cnc2c(NCc3cccc(c3)c4ccc(Cl)c(Cl)c4)nc(nc12)C#N	CHEMBL495017	5.8	IC50	A
1034	OCCCn1cnc2c(NCc3cccc(c3)c4cccnc4)nc(nc12)C#N	CHEMBL524810	5.8	IC50	A
1035	COC(=O)c1ccc(cc1)c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL571938	5.75	IC50	A
1036	OCCCn1cnc2c(NCc3cccc(c3)c4cc5ccccc5n4S(=O)(=O)c6ccccc6)nc(nc12)C#N	CHEMBL574590	5.75	IC50	A
1037	OCCCn1cnc2c(NCc3cccc(c3)c4ccc(Cl)cc4)nc(nc12)C#N	CHEMBL523733	5.72	IC50	A
1038	OCCCn1cnc2c(NCc3cccc(c3)c4c(F)c(F)c(F)c(F)c4F)nc(nc12)C#N	CHEMBL569173	5.57	IC50	A
1039	COc1ncc(c(OC)n1)c2cccc(CNc3nc(nc4c3ncn4CCCO)C#N)c2	CHEMBL571269	5.22	IC50	A
1040	OCCCn1cnc2c(NCc3cccc(c3)c4ccccc4Cl)nc(nc12)C#N	CHEMBL565244	4.8	IC50	A
1041	Clc1cccc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1	CHEMBL567785	6.51	IC50	B
1042	Fc1cc(F)cc(Nc2nc(NC3CCCC3)nc(n2)C#N)c1	CHEMBL568171	6.69	IC50	B
1043	CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(nc12)C#N	CHEMBL567341	6.93	IC50	B
1044	FC(F)Cn1cnc2c(Nc3cc(F)cc(F)c3)nc(nc12)C#N	CHEMBL578159	5.1	IC50	A
1045	CCNc1nc(nc2c1ncn2c3cc(F)cc(F)c3)C#N	CHEMBL567134	6.25	IC50	B
1046	Cc1cc2cc3OCOc3cc2c(n1)c4ccc(N)cc4	CHEMBL609013	5.06	Ki	A
1047	CC(=O)Oc1cc2cc3OCOc3cc2c(n1)c4ccc(N)cc4	CHEMBL594178	4.87	Ki	A
1048	COc1ccc(cc1)C2=C3C=C4OCOC4=CC3=CC(=O)N2NC(=O)OC(C)(C)C	CHEMBL594179	5.39	Ki	A
1049	COC1=CC2=CC(=O)N(NC(=O)OC(C)(C)C)C(=C2C=C1OC)c3ccc(OC)cc3	CHEMBL595127	4.4	Ki	A
1050	COc1ccc(cc1)C2=C3C=C4OCOC4=CC3=CC(=O)N2N	CHEMBL596442	5.16	Ki	A
1051	CCOC(=O)NN1C(=O)C=C2C=C3OCOC3=CC2=C1c4ccc(OC)cc4	CHEMBL594622	5.11	Ki	A
1052	COc1ccc(cc1)C2=C3C=C4OCOC4=CC3=CC(=O)N2NC(=O)Nc5ccc(cc5)C(=O)C	CHEMBL594623	5.68	Ki	A
1053	COc1ccc(cc1)C2=C3C=C4OCOC4=CC3=CC(=O)N2NC(=O)Nc5ccc(SC)cc5	CHEMBL596265	6.07	Ki	B
1054	COc1ccc(cc1)C2=C3C=C(OCc4ccccc4)C(=CC3=CC(=O)N2N)OCc5ccccc5	CHEMBL603639	5.38	Ki	A
1055	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	CHEMBL374508	7.33	IC50	B
1056	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccccc2F	CHEMBL589280	7.52	IC50	B
1057	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccccc2Cl	CHEMBL605796	5.79	IC50	A
1058	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccccc2Br	CHEMBL602897	5.58	IC50	A
1059	NC(=S)N\N=C(/c1cccc(F)c1)\c2cccc(Br)c2	CHEMBL605998	6.6	IC50	B
1060	NC(=S)N\N=C(/c1cccc(Cl)c1)\c2cccc(Br)c2	CHEMBL606452	6.88	IC50	B
1061	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cccc(c2)C(F)(F)F	CHEMBL601890	7.33	IC50	B
1062	Cc1cccc(c1)\C(=N/NC(=S)N)\c2cccc(Br)c2	CHEMBL602092	6.65	IC50	B
1063	NC(=S)N\N=C(/c1ccc(F)cc1)\c2cccc(Br)c2	CHEMBL602093	7.1	IC50	B
1064	NC(=S)N\N=C(/c1ccc(Cl)cc1)\c2cccc(Br)c2	CHEMBL602094	6.49	IC50	B
1065	NC(=S)N\N=C(/c1ccc(cc1)C(F)(F)F)\c2cccc(Br)c2	CHEMBL601643	6.28	IC50	B
1066	Cc1ccc(cc1)\C(=N/NC(=S)N)\c2cccc(Br)c2	CHEMBL590497	5.67	IC50	A
1067	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cccc(F)c2F	CHEMBL601644	7.08	IC50	B
1068	NC(=S)N\N=C(\c1cccc(Br)c1)/c2c(F)cccc2F	CHEMBL605368	6.21	IC50	B
1069	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(F)cc(F)c2	CHEMBL600860	7.23	IC50	B
1070	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(Cl)cc(Cl)c2	CHEMBL600608	6.38	IC50	B
1071	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(cc(c2)C(F)(F)F)C(F)(F)F	CHEMBL603084	7.02	IC50	B
1072	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cccc(Br)c2F	CHEMBL602683	6.63	IC50	B
1073	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccc(F)c(Br)c2	CHEMBL603085	6.94	IC50	B
1074	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(F)c(F)c(F)c2	CHEMBL599998	6.93	IC50	B
1075	NC(=S)N\N=C(\c1cccc(Br)c1)/c2cc(F)c(F)c(F)c2F	CHEMBL602934	7.2	IC50	B
1076	NC(=S)N\N=C(\c1ccc(Br)cc1)/c2ccccc2F	CHEMBL602272	5.65	IC50	A
1077	NC(=S)N\N=C(/c1ccc(F)cc1)\c2ccc(Br)cc2	CHEMBL602476	5.48	IC50	A
1078	Cc1ccc(cc1)\C(=N/NC(=S)N)\c2ccc(Br)cc2	CHEMBL599871	5.34	IC50	A
1079	NC(=S)N\N=C(/c1ccc(F)cc1)\c2ccccc2F	CHEMBL599558	5.61	IC50	A
1080	NC(=S)NN=C(c1cccc(F)c1)c2cccc(F)c2	CHEMBL602732	5.31	IC50	A
1081	CCC(CC)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F	CHEMBL1084401	5.17	IC50	A
1082	CC(C)(C)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F	CHEMBL1084402	5.01	IC50	A
1083	N#Cc1nc(NC2CCCCC2)nc(n1)N3CCNCC3	CHEMBL1084679	5.77	IC50	A
1084	N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N	CHEMBL1078411	5.27	IC50	A
1085	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4cc(Cl)ccc14	CHEMBL1171804	4.53	Ki	A
1086	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccc(OC)cc3)c4ccccc14	CHEMBL1171634	4.22	Ki	A
1087	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(OC)cc2)N=C(c3ccccc3)c4ccccc14	CHEMBL1171635	4.92	Ki	A
1088	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2cccc3ccccc23)N=C(c4ccccc4)c5ccccc15	CHEMBL1171636	4.91	Ki	A
1089	CCCCNC(=O)OC[C@H]1N=C(c2ccccc2)c3ccccc3N(CC(=O)NC\C=C\C(=O)OC)C1=O	CHEMBL1171093	5.57	Ki	A
1090	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)NC2CCCCC2)N=C(c3ccccc3)c4ccccc14	CHEMBL1171094	4.12	Ki	A
1091	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)NC23CC4CC(CC(C4)C2)C3)N=C(c5ccccc5)c6ccccc16	CHEMBL1171802	4.19	Ki	A
1092	COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14	CHEMBL501901	5.08	Ki	A
1093	[O-][S+](CC=C)SCC=C	CHEMBL359965	5.03	Ki	A
1094	CCCS[S+]([O-])CCC	CHEMBL1224166	4.95	Ki	A
1095	[O-][S+](Cc1ccccc1)SCc2ccccc2	CHEMBL1224167	4.5	Ki	A
1096	CC(C)CCS[S+]([O-])CCC(C)C	CHEMBL1224170	5.47	Ki	A
1097	CCCCCCS[S+]([O-])CCCCCC	CHEMBL1224171	4.98	Ki	A
1098	CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c3cnccn3)C4CCCCC4)C(C)(C)C)C(=O)C(=O)NC5CC5	CHEMBL231813	5.46	IC50	A
1099	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C	CHEMBL218394	6.12	IC50	B
1100	CC(C)(NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F)C(=O)N	CHEMBL1270269	5.0	IC50	A
1101	NC(=S)N\N=C(/c1cccc(O)c1)\c2cccc(Br)c2	CHEMBL1269632	6.88	IC50	B
1102	CC(=O)Oc1cccc(c1)\C(=N/NC(=S)N)\c2cccc(Br)c2	CHEMBL1272261	6.82	IC50	B
1103	NC(=S)N\N=C(\c1cccc(Br)c1)/c2ccc(O)c(Br)c2	CHEMBL1272311	6.9	IC50	B
