SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,LABEL
CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C5CCC5,13.964629058598254,-1.701104980683658,13.964629058598254,0.07885063259239344,0.18651879154221984,555.576,526.3440000000003,555.2257380480002,210,0,0.20342492201394055,-0.4794381663911457,0.4794381663911457,0.20342492201394055,1.15,1.9,2.575,1.3222742374774186,1514.14037995717,28.440582342009527,22.133352233980006,22.133352233980006,19.20656434860044,13.203925806124662,13.203925806124662,10.274315586259016,10.274315586259016,7.7991797654707185,7.7991797654707185,5.09708975517215,5.09708975517215,-3.8599999999999994,821720978.8706567,27.69726755061818,11.32405430008176,5.296189422261301,228.10278439471247,10.05365155780638,18.34265078850934,23.167198461740632,11.63444168209179,0.0,0.0,9.77851570501903,13.462633030494825,8.78083009534964,5.098681808301038,30.69067805519472,55.86666081171187,24.194191260452058,17.252469541612683,27.09306032857115,16.686169878445998,0.0,25.29463696405463,5.917906046161393,57.65628337852918,6.606881964512918,83.31815240472487,0.0,5.749511833283905,10.05365155780638,17.56166019069928,5.749511833283905,0.0,32.36797527092616,16.878218842367744,29.18678941034497,56.82998120677871,48.79188955399581,0.0,10.902924932081056,0.0,81.93,52.989288189876646,22.3561973747711,0.0,12.487188691387619,18.15659044692243,35.72884129255608,4.681802935145185,19.317424342916777,24.26546827384644,33.60293829706168,4.736862953800049,61.247151087649264,0.0,17.32089086077876,13.317022410842664,2.1468682723488444,-8.16673827069744,9.243981217952589,6.886849132520651,3.5873086219379866,0.0,0.3793103448275862,40,1,7,1,0,1,2,2,4,7,1,11,11,1,0,1,5,5.787000000000005,139.4016999999999,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Active
COCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n2cc(nn2)[C@@](C)(NCc3ccc4ncccc4c3)C(C)C,14.026308249894495,-1.7271901966112886,14.026308249894495,0.05560834979340079,0.17218974491244637,573.5910000000001,542.3430000000002,573.236302732,218,0,0.20342492201405418,-0.4794381495979503,0.4794381495979503,0.20342492201405418,1.0975609756097562,1.829268292682927,2.5121951219512195,1.5324785747449083,1503.6168399896917,29.73347556082298,23.12738696207078,23.12738696207078,19.544768306051964,13.031946407448316,13.031946407448316,10.174415163754386,10.174415163754386,7.240925963933394,7.240925963933394,4.365915434665601,4.365915434665601,-3.9,1206598894.7263887,30.067655673783126,12.733461310520758,6.542608412393372,234.2221607777486,14.790514511606428,18.34265078850934,23.167198461740632,11.63444168209179,0.0,0.0,9.77851570501903,13.462633030494825,8.78083009534964,5.098681808301038,31.193593631959335,36.60419594293384,44.331692389168516,17.252469541612683,31.829923282371205,16.686169878445998,0.0,25.29463696405463,5.917906046161393,45.31755570944176,20.32356147030337,83.31815240472487,0.0,5.749511833283905,10.05365155780638,17.56166019069928,5.749511833283905,0.0,46.08465477671661,21.61508179616779,29.18678941034497,44.49125353769129,48.79188955399581,0.0,10.902924932081056,0.0,91.16000000000001,52.989288189876646,22.3561973747711,0.0,25.01197670206193,12.238684400761036,16.466376423778055,11.791600476422719,12.393687143226153,45.03667987291831,26.679201097371052,9.473725907600098,66.53061659037706,0.0,17.454646574286233,13.094002426669215,1.85373519944986,-8.620363005237367,8.968428894321157,3.507455634756835,5.842745070130357,1.4520659485799727,0.3793103448275862,41,1,8,0,0,0,2,2,4,8,1,12,13,0,0,0,4,5.2694000000000045,143.10069999999982,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Active
FC(F)(F)c1cc(\C=N\NC(=N)S)cc(c1)C(F)(F)F,12.512649098219534,-4.909193117318946,12.512649098219534,0.019266940315220804,0.25259613040829815,315.242,308.186,315.026487544,110,0,0.4159473472362447,-0.27761057825876856,0.4159473472362447,0.27761057825876856,1.05,1.5,1.85,3.240254392628768,502.5249583717321,15.552041763877792,9.471615105813783,10.366042296813697,8.998037131279784,4.860031846438491,5.307245441938449,3.5578235288725786,4.005037124372536,1.9940678147805184,2.094067814780518,1.2214622737369425,1.279197300655905,-1.7100000000000002,12008.000081575501,16.344674685620557,5.732859086712495,4.758500948553218,114.14012234701048,0.0,0.0,5.167651769578048,0.0,0.0,12.35259703488695,10.835075002901906,0.0,31.443897811788645,12.628789148012991,0.0,23.762552697081826,0.0,17.341503562929308,26.34249028604892,24.011041497126357,5.409283605791522,5.425791397110385,5.101407525739723,12.35259703488695,0.0,34.88945568047582,0.0,0.0,5.425791397110385,26.34249028604892,0.0,12.628789148012991,11.382252349113365,12.35259703488695,5.409283605791522,16.690354475090988,23.300508731124552,0.0,0.0,0.0,48.24,34.21060327955598,26.34249028604892,0.0,6.06636706846161,12.13273413692322,6.2146005795353165,0.0,0.0,5.425791397110385,17.730196673752715,5.409283605791522,75.0758945893172,3.4754318888049047,0.0,9.686596828546232,-1.3141535966238354,0.0,1.0521165245933757,-9.086997345749001,0.0,0.0,0.2,20,2,3,0,0,0,1,0,1,2,3,10,2,0,0,0,1,3.512269999999999,63.8884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
Fc1cc(F)cc(c1)n2cnc3c(NC4CCCC4)nc(nc23)C#N,13.544089251096826,-0.6984103025201527,13.544089251096826,0.02164635298563833,0.7910682474842402,340.3370000000001,326.225,340.12480088800004,126,0,0.23580364049933603,-0.36533740011312443,0.36533740011312443,0.23580364049933603,1.12,1.84,2.52,1.8533762748549711,964.4521348885605,17.388540578131757,13.207175394212566,13.207175394212566,12.135361590784806,8.020439157594799,8.020439157594799,6.047774589802162,6.047774589802162,4.317608614684271,4.317608614684271,3.181457770387131,3.181457770387131,-3.08,894608.6050223218,15.447842547194364,6.089995386939523,2.8881992732002946,141.70557191152503,5.316788604006331,24.030983069648606,16.98174071621902,5.824404497999927,0.0,0.0,4.567099647791355,13.764808616296847,15.229848596632904,0.0,12.841643245852019,24.97437738277524,12.10820789760957,5.687386274683562,8.78083009534964,16.98174071621902,5.261891554738487,19.51903521063298,0.0,31.725127320852,5.316788604006331,41.98526746024109,0.0,11.756607587475836,5.316788604006331,14.598692873184667,0.0,0.0,25.56087603978094,0.0,22.96555454962255,31.507690989703967,24.52642128014937,0.0,16.85126421306755,0.0,79.42,11.63444168209179,14.042721650088126,0.0,17.553631601831448,16.98174071621902,31.749653560165648,23.027153859479114,0.0,6.069221312792274,20.268724166847957,0.0,28.53643388768118,0.0,12.67855961829176,12.53703651213572,1.0435393571008662,-0.9424715876555732,5.3661871658417475,5.780715046604296,0.0,0.0,0.29411764705882354,25,1,6,1,0,1,1,2,3,6,1,8,3,1,0,1,4,3.3198800000000013,87.16970000000003,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
CC\C(=N/N=C(/N)\S)\c1cccc(Br)c1,5.30123755983875,0.16291371409675004,5.30123755983875,0.16291371409675004,0.3815696531964454,286.198,274.10200000000003,284.99353048399996,80,0,0.17696491065679337,-0.3770167414488978,0.3770167414488978,0.17696491065679337,1.4666666666666666,2.2,2.7333333333333334,3.023294544099614,397.4089037414234,11.259148545064338,8.313463386643779,10.793887116758398,7.1302289553358005,4.480505141175104,5.720717006232413,2.868793606045234,4.242668024584084,1.7658987475005046,2.3485931053175357,1.1121369588233312,1.556096725863795,-0.8100000000000002,2107.2607663646145,12.26047216349542,5.9236147881336825,4.051653813290824,103.01445753509442,5.733667477162185,0.0,5.167651769578048,0.0,0.0,0.0,0.0,0.0,5.101407525739723,17.730196673752715,34.98641523456319,24.117007251546223,4.472719515832414,5.711685002770702,0.0,39.43806981831109,0.0,0.0,15.93648252864163,13.344558822616634,0.0,34.30163928137585,0.0,0.0,5.733667477162185,0.0,0.0,28.55873304596234,10.87933677234875,0.0,0.0,18.90801031431363,38.9410028411583,0.0,0.0,0.0,50.739999999999995,0.0,0.0,0.0,5.167651769578048,0.0,22.16867763322612,0.0,0.0,31.18920547353706,38.76154809744179,5.733667477162185,1.0175694444444445,7.26475859350942,0.0,7.931464041635174,7.216523053665911,0.0,7.89808087329582,0.7926697530864197,2.017823129251701,0.0,0.2,15,2,3,0,0,0,1,0,1,2,2,5,3,0,0,0,1,2.8077000000000005,71.57840000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
N\C(=N\N=C\c1oc(cc1)c2ccc(Cl)cc2)\S,5.816911453146075,0.09326929537247008,5.816911453146075,0.09326929537247008,0.39220795373316714,279.75199999999995,269.67199999999997,279.02331062,92,0,0.1769553224738815,-0.45504870025923827,0.45504870025923827,0.1769553224738815,1.2222222222222223,1.9444444444444444,2.611111111111111,2.1761322903709197,585.6249207721687,12.957819157813608,9.246655703489973,10.897011840508343,8.647867045540842,5.0620440889741,5.887222157483285,3.4116765164120832,4.306311186631229,2.1006883411777793,2.4421073756172547,1.336444306278214,1.5140722418973886,-1.7199999999999989,16164.931955708164,12.729567043895749,5.7492847273886705,3.3840410729181896,114.57171539768237,10.150818414215532,11.520494837748885,5.167651769578048,0.0,0.0,0.0,0.0,0.0,5.101407525739723,17.730196673752715,11.600939890232516,36.39820241076966,10.586084805438322,6.2146005795353165,4.417150937053347,35.611981387358874,0.0,0.0,15.93648252864163,0.0,0.0,47.18108314338542,0.0,11.323698910571437,5.733667477162185,0.0,0.0,24.22972903824551,11.382252349113365,0.0,0.0,5.760247418874442,51.01816839930245,5.022633313741326,11.323698910571437,0.0,63.879999999999995,0.0,0.0,0.0,5.167651769578048,10.78288073261577,11.323698910571437,6.2146005795353165,18.19910120538483,18.19910120538483,22.83160419949244,21.751758304448046,5.563965419501134,9.604352603501093,0.0,8.052124320317864,6.165300276364929,1.3140972222222222,11.0060149248966,1.4608118998628257,0.0,0.0,0.0,18,2,4,0,0,0,1,1,2,3,2,6,3,0,0,0,2,3.1784000000000012,77.35640000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
FC(F)(F)c1ccc(Cl)c(NC(=O)C(OC(=O)CNC(=O)c2ccccc2)c3ccccc3)c1,13.04560540281979,-4.646503897940609,13.04560540281979,0.12998826723626156,0.4558489656033796,490.8650000000002,472.7210000000004,490.090719396,176,0,0.4159872876686046,-0.4459507646294528,0.4459507646294528,0.4159872876686046,0.9117647058823529,1.5294117647058822,2.1470588235294117,1.7443585071082146,1171.8405116072167,24.71696770287793,17.434861603733673,18.190790549752126,16.146885611180732,9.901985914476375,10.279950387485602,7.010921274259937,7.418121401000542,4.570568551501331,4.900156772541378,2.9135875868720906,3.078381697392113,-3.8499999999999988,28464603.73645234,24.785773698811713,10.845559136970337,6.5814039245786935,197.23295255051923,15.37044016181271,6.544756405912575,0.0,6.103966387748303,11.814359458703011,12.145603805395325,14.383611552215466,0.0,13.171245143024459,0.0,60.13187643792539,30.33183534230805,11.126902983393991,16.273471080121883,32.291719649039976,35.071990911570936,0.0,5.316788604006331,0.0,12.280264905191778,11.861545009918906,100.57575967883328,0.0,0.0,10.633577208012662,18.858631417708022,0.0,11.600939890232516,24.328421152567437,20.50223583938717,0.0,27.58885804691111,78.86277189000094,5.022633313741326,0.0,0.0,84.5,42.1721375494562,27.554856695239923,0.0,16.273471080121883,11.629818560158606,12.13273413692322,12.13273413692322,48.53093654769288,0.0,10.633577208012662,16.337802844032566,44.40003722603307,5.952295441993752,37.41163336394242,4.538001141209496,-0.71054864703447,-2.3679686531086155,18.490450910354543,-6.1530438534289775,-0.533079152183439,0.0,0.125,34,2,6,0,0,0,3,0,3,4,2,10,7,0,0,0,3,5.011800000000003,119.13389999999998,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
C\C(=N/Nc1nc(cs1)c2ccc(F)cc2)\c3ccccn3,12.924599116215521,-0.25656115138941327,12.924599116215521,0.25656115138941327,0.5805652905782644,312.373,299.269,312.08449563600004,110,0,0.20338702634776348,-0.25491800529819303,0.25491800529819303,0.20338702634776348,1.1818181818181819,2.0,2.727272727272727,1.7322918707831159,781.4201968804009,15.363596551749426,11.824005972679599,12.640502553607325,10.720346690612274,6.653758994864662,7.533411806119556,4.568786554476678,5.4268894063346975,2.999003739305668,3.745949826411891,1.8440537163151223,2.5055024689352012,-2.5999999999999996,182759.83468151666,14.342003668442658,6.444981257809245,3.345751951728673,130.93599108535216,0.0,5.817220841045895,0.0,5.131558479839333,0.0,0.0,10.409769918057593,9.374393568622029,5.101407525739723,11.336785877934737,6.06636706846161,43.321939610460284,17.140357833775987,17.099540992467624,4.39041504767482,22.180029360544772,0.0,9.967957041894417,5.101407525739723,6.923737199690624,5.425791397110385,65.55262465720462,0.0,11.257379486545457,5.425791397110385,9.521973527514152,0.0,11.336785877934737,15.679642044665119,0.0,5.817220841045895,12.617665194539086,59.14288334704999,0.0,11.257379486545457,0.0,50.17,0.0,4.39041504767482,0.0,5.817220841045895,5.131558479839333,22.66299248416462,23.469520014857956,18.3295777085363,30.502901175541368,20.495155964744523,0.0,12.924599116215521,1.4422925852439739,8.661931211543337,6.857354234903838,6.174586567115879,-0.25656115138941327,11.923765045966835,1.7265720705971774,1.8787936531361855,0.0,0.0625,22,1,4,0,0,0,1,2,3,5,1,6,4,0,0,0,3,4.180300000000003,87.57870000000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Active
COc1ccccc1c2oc(\C=N\N=C(\N)/S)cc2,5.629677815570673,0.0905168551452824,5.629677815570673,0.0905168551452824,0.3895834629185067,275.33299999999997,262.229,275.072847656,98,0,0.1769553224738817,-0.49599107643730345,0.49599107643730345,0.1769553224738817,1.3157894736842106,2.1052631578947367,2.8421052631578947,2.2579815597932664,615.85581977411,13.664925939000156,10.276939520944609,11.171366711944524,9.202708600407234,5.491417352308988,5.938630947808946,3.6050670543122374,4.063265944059398,2.3443820960270125,2.4338248151270037,1.5600976989310644,1.6117374768804966,-2.2099999999999995,28648.044025548377,13.227051971963203,6.102806412986265,3.38352707398697,115.74693651470419,14.887681368015581,17.27000667103279,5.167651769578048,0.0,0.0,0.0,0.0,0.0,5.101407525739723,17.730196673752715,12.13273413692322,24.26546827384644,0.0,18.887849612509847,9.154013890853395,24.011041497126357,0.0,0.0,15.93648252864163,0.0,7.109797541277533,42.158449829644105,0.0,17.07321074385534,10.470530430962235,0.0,5.749511833283905,12.628789148012991,18.4920498903909,0.0,0.0,5.760247418874442,51.01816839930245,0.0,11.323698910571437,0.0,73.11,0.0,0.0,0.0,5.167651769578048,11.520494837748885,11.3129633249809,6.2146005795353165,13.176164609739143,30.33183534230805,22.83160419949244,14.887681368015581,10.909151815646675,3.7999113366480493,0.0,7.396770398229182,6.120738118113961,2.0128950932224745,11.23640275582736,1.4603136810279667,0.0,1.6193723568398892,0.07692307692307693,19,2,5,0,0,0,1,1,2,4,2,6,4,0,0,0,2,2.5336,78.89840000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
N\C(=N\N=C\c1oc(cc1)c2ccc(Br)cc2)\S,5.5917431972789124,0.10272145586629722,5.5917431972789124,0.10272145586629722,0.39378291524062237,324.203,314.12300000000005,322.97279504,92,0,0.1769553224738815,-0.4550487037523957,0.4550487037523957,0.1769553224738815,1.2222222222222223,1.9444444444444444,2.611111111111111,2.1761322903709197,585.6249207721687,12.957819157813608,9.246655703489973,11.727079433604592,8.647867045540842,5.0620440889741,6.302255954031409,3.4116765164120832,4.785550934950934,2.1006883411777793,2.7187965733160047,1.336444306278214,1.6524168407467634,-1.529999999999999,16164.931955708164,12.914821755112783,5.8803231985860185,3.4792561511654716,118.13599677644206,10.150818414215532,11.520494837748885,5.167651769578048,0.0,0.0,0.0,0.0,0.0,5.101407525739723,17.730196673752715,28.06267803487257,24.26546827384644,10.03617100752941,6.2146005795353165,4.417150937053347,39.94098539507571,0.0,0.0,15.93648252864163,0.0,0.0,46.631169345476515,0.0,11.323698910571437,5.733667477162185,0.0,0.0,28.55873304596234,11.382252349113365,0.0,0.0,5.760247418874442,55.49088791513487,0.0,11.323698910571437,0.0,63.879999999999995,0.0,0.0,0.0,5.167651769578048,5.760247418874442,15.79641842640385,6.2146005795353165,0.0,36.39820241076966,38.76154809744179,10.150818414215532,6.6178391387419175,7.180842449182455,0.0,7.400618280395517,6.2277986327094395,1.3731732253086422,11.527668088476844,1.4776157407407406,0.0,0.0,0.0,18,2,4,0,0,0,1,1,2,3,2,6,3,0,0,0,2,3.287500000000001,80.0464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
Cc1cccc(C[C@H](NC(=O)c2ccccn2)C(=O)N[C@@H](CCc3ccccc3)\C=C\S(=O)(=O)c4ccccc4)c1,13.685987531988616,-3.7125333179193194,13.685987531988616,0.17067992707138346,0.25504398874201617,567.7110000000002,534.4470000000003,567.219177536,210,0,0.270031861423576,-0.3480685976955189,0.3480685976955189,0.270031861423576,0.8292682926829268,1.5121951219512195,2.1951219512195124,1.573167808987984,1574.8395920736086,29.080928733556856,22.81148131355069,23.627977894478416,19.797663518237027,13.400918694173818,14.94723817209538,9.760152254508142,11.593740838951632,6.517919191006046,7.9625902503914725,4.36703776156039,5.457210515768351,-4.559999999999999,1403130617.9116383,29.423340807820644,14.183511518791828,8.977739572825753,240.83031877950754,10.633577208012662,11.735768823996422,9.837253136417502,5.907179729351506,5.907179729351506,0.0,14.573052889090853,8.417796984328938,0.0,0.0,90.50224348853183,55.157751702783074,24.067558114341708,4.895483475517775,18.00687135247258,21.65161259512051,0.0,15.617555728959871,0.0,43.165367202282354,0.0,143.19343840288846,0.0,0.0,10.633577208012662,0.0,0.0,0.0,37.299816622275074,27.473433566341342,6.923737199690624,33.599641276937284,125.70463940846682,0.0,0.0,0.0,105.22999999999999,33.735294253416434,18.00687135247258,0.0,17.010233093292246,12.841643245852019,22.09840656574565,24.405597815370175,36.39820241076966,61.52104081584511,15.617555728959871,0.0,25.88503046568939,0.0,30.936828034136873,6.939545522110231,3.1776438395099604,-0.8916258508583876,29.101600099144257,4.352568282939527,1.9609429252474748,-3.7125333179193194,0.18181818181818182,41,2,7,0,0,0,3,1,4,5,2,8,12,0,0,0,4,4.836320000000004,159.83569999999963,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Active
CC(C)CN1CC(=O)C(CC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3,13.078556687737333,-0.9701212784496513,13.078556687737333,0.02990296061870379,0.5920473575684971,465.5500000000001,434.3020000000003,465.226371092,180,0,0.40763234061489334,-0.44467563928032733,0.44467563928032733,0.40763234061489334,1.0,1.6176470588235294,2.235294117647059,1.635705856267293,994.0103837973944,24.501424753254106,19.52954245321715,19.52954245321715,16.31257084348729,11.435084906107233,11.435084906107233,8.848096511837495,8.848096511837495,5.472808442348242,5.472808442348242,3.781129113119585,3.781129113119585,-3.6799999999999993,31949056.945713878,24.952520708754044,11.971565900767636,7.434886748693926,199.21104744068563,20.270349892663187,12.648722793660879,5.783244946364939,11.814359458703011,0.0,6.093240070938415,14.383611552215466,4.794537184071822,0.0,0.0,74.51114508399735,17.044809029555385,12.965578028838586,19.007418857986544,23.915011690087336,23.690844476006365,0.0,15.533486938863138,5.917906046161393,45.3796812680421,13.08951281182515,71.7905736680101,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,53.76394867697791,32.14817809345444,5.917906046161393,31.395199005701247,60.6636706846161,0.0,0.0,0.0,104.81000000000002,24.08410145858584,19.178148736287287,0.0,43.60161233815534,6.544756405912575,11.126902983393991,4.899909730850478,0.0,74.51114508399735,10.633577208012662,4.736862953800049,5.267830863673528,0.0,52.104833871561375,5.272360397288699,1.6519837348469832,-0.6941011386785025,16.539344903161112,-0.6213002183684968,4.4790475865153,0.0,0.38461538461538464,34,2,8,0,1,1,2,0,2,5,2,8,9,0,1,1,3,2.4663000000000004,126.66940000000002,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active
