SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,LABEL
Cc1onc(NC(=O)Cc2cccs2)c1,11.502966742252458,-0.07800925925925917,11.502966742252458,0.07800925925925917,0.8659189080685994,222.26900000000003,212.189,222.04629856,78,0,0.23037000588697923,-0.35954149482365827,0.35954149482365827,0.23037000588697923,1.6666666666666667,2.533333333333333,3.1333333333333333,1.9288242742033932,447.69783525918405,10.673362107437434,8.188466324836599,9.004962905764325,7.237183443017883,4.494054531313998,5.373707342568894,3.127119097518937,4.15936427988069,1.8103440080197695,2.686731372711383,1.1837621428335923,1.8872519704386381,-1.62,4209.070277609741,9.916984414685052,4.268719552782277,2.6631472949564787,90.9004047736068,9.83988354097968,5.760247418874442,5.817862777835028,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,11.336785877934737,11.223030325587056,18.37016703861815,10.94351426216291,6.4208216229260096,9.31763212104517,23.06182838512127,0.0,5.156663257125445,0.0,13.344558822616634,5.316788604006331,34.21655858842649,0.0,0.0,5.316788604006331,5.817862777835028,0.0,11.336785877934737,11.063842986476951,11.21535880699783,6.923737199690624,10.637394612575742,28.102258912824094,0.0,0.0,0.0,55.13,0.0,4.794537184071822,0.0,5.907179729351506,17.99893181963548,4.877147193701299,0.0,24.32689014608697,17.512796907389134,10.473451861131776,4.523094936973348,4.838468206727136,1.5623402987738304,12.537889739229026,8.29265878264886,0.0,1.0705830866297141,5.539825496556647,0.37854591836734675,1.7796884710674394,0.0,0.2,15,1,4,0,0,0,0,2,2,4,1,5,3,0,0,0,2,2.22572,57.892700000000026,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Inactive
CCc1ccc(cc1)C(=O)CSC2=C(C#N)C(C(=C(C)N2)C(=O)C)c3occc3,12.607478321575542,-0.5738984065210622,12.607478321575542,0.01593613525657167,0.6686761717637436,406.5070000000001,384.3310000000002,406.135113564,148,0,0.17263760503348616,-0.46832114898423194,0.46832114898423194,0.17263760503348616,1.2413793103448276,1.9655172413793103,2.5172413793103448,1.869572627506021,1025.075287735779,20.965890847321376,16.613222473245514,17.42971905417324,13.95592745803129,9.371428746132967,10.357027305786456,6.785224595637875,7.770823155291363,4.886219504555728,5.903396179372798,3.3808028551498905,4.367160124072754,-3.04,4101162.862169571,20.68804803919763,8.973611208806405,4.356070504630602,174.0306329494255,9.733939541059678,5.760247418874442,11.566489892729878,0.0,0.0,0.0,9.589074368143644,0.0,5.261891554738487,0.0,42.951090422928175,37.964481650927475,16.833595334822096,34.60531978828539,14.006225305196992,23.328374842120994,5.261891554738487,5.316788604006331,0.0,33.10993926815927,5.752853606746789,81.42083547874815,0.0,6.069221312792274,5.316788604006331,0.0,0.0,11.761884949391115,17.319343499476666,11.21535880699783,11.33111286753076,48.37080523157351,68.95083601353305,0.0,0.0,0.0,83.10000000000001,5.917906046161393,14.850965922882128,0.0,17.319343499476666,33.196018580642416,6.4208216229260096,30.512236636417793,19.056471336613843,24.26546827384644,18.309747116489227,4.417150937053347,5.523213093653869,1.2708132296128327,24.86136286116455,13.564155398265662,3.3728605560633262,0.006909182767977251,13.278423847896562,2.444021071984394,5.344907425257492,0.0,0.2608695652173913,29,1,5,0,1,1,1,1,2,6,1,6,7,0,0,0,3,4.743080000000004,113.21320000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Inactive
O=C(CSc1oc(nn1)c2ccccc2)N3CCN(CC3)c4ccccc4,12.488111177743214,0.103863693625599,12.488111177743214,0.103863693625599,0.6337573705976745,380.4730000000002,360.31300000000016,380.13069688,138,0,0.27686123459777034,-0.4112196056943426,0.4112196056943426,0.27686123459777034,0.9259259259259259,1.5925925925925926,2.2962962962962963,1.2743242799710417,877.266961253519,18.476480726871785,14.822635851220422,15.639132432148148,13.29282633568371,8.889430566228999,9.875029125882488,6.231206715265779,7.157797836957128,4.500035627180622,5.3032573360468085,3.0331085863866996,3.6990532346489844,-2.799999999999999,3208510.4175154855,17.605709342560555,8.262434963579606,4.30754180712539,161.73579132466577,14.216970398754302,0.0,0.0,11.797903651377414,5.222755905846688,0.0,4.794537184071822,0.0,0.0,10.197363616602075,48.16008736016077,24.26546827384644,37.42986339003086,5.752853606746789,9.211688121125169,23.356450953426183,0.0,15.097273347452553,0.0,5.222755905846688,36.83178896124757,60.6636706846161,0.0,11.454175413722904,4.899909730850478,5.687386274683562,0.0,11.761884949391115,52.93633230720114,4.794537184071822,0.0,0.0,70.30357752751614,0.0,11.454175413722904,0.0,62.470000000000006,0.0,4.794537184071822,0.0,5.907179729351506,16.866333434619385,31.7424771153473,17.44927122407468,0.0,53.430846278543356,27.230007484375772,4.417150937053347,5.644098077432243,1.2897662445245412,16.698408830627447,8.501465374321477,2.081931214381022,0.8852619434617308,19.913911250584754,0.0,3.151823731333458,0.0,0.25,27,0,6,0,1,1,2,1,3,6,0,7,5,0,1,1,4,3.177500000000002,105.69300000000001,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Inactive
Cc1onc(NC(=O)COC(=O)c2cc(ccc2C)S(=O)(=O)Nc3cccc(C)c3)c1,12.72711365137706,-3.928262180381813,12.72711365137706,0.03907202695893197,0.5367988521677663,443.48100000000017,422.3130000000002,443.115106392,162,0,0.338447628267115,-0.4519679220394909,0.4519679220394909,0.338447628267115,1.064516129032258,1.8387096774193548,2.5161290322580645,1.7036333392529028,1233.417007183216,22.595647359318292,17.130860563450554,17.94735714437828,14.635867475688555,9.243239059446173,10.726402307040567,6.898817774540613,8.581220015950128,4.239351457446417,5.618318790665543,2.723899432530398,3.7992143442592847,-3.6599999999999993,6867062.8227173425,22.034836505367572,9.004325327962393,5.6962557739152695,178.9976674580229,14.576746494779728,5.760247418874442,12.424744742347947,0.0,15.930470882759089,5.969305287951849,9.51663204852391,13.212334168400758,0.0,0.0,23.355764462510276,56.163582856312296,11.753753343145172,10.45893496721477,27.26682924324598,33.40502522322953,0.0,5.156663257125445,0.0,25.666695074589647,16.645765432971338,70.98153844165832,0.0,0.0,10.038883468458419,11.50524905251859,0.0,0.0,32.05782722327066,19.554691291279454,20.771211599071872,27.245139078037248,57.949514960184004,0.0,0.0,0.0,127.6,28.50665813522386,18.00687135247258,0.0,16.276797745049798,17.011085185255,5.563451491696996,24.26546827384644,32.046575604766076,12.990104268152233,15.195546725583863,9.259957890773396,37.79650820642173,0.0,24.277763704104068,6.037194545502002,1.8482716777768196,-0.7166276392260085,12.518528537069567,0.0,4.583289815400304,-3.928262180381813,0.19047619047619047,31,2,9,0,0,0,2,1,3,7,2,10,7,0,0,0,3,3.1961600000000017,113.3187,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Inactive
O=C(COC(=O)c1cc(nc2ccccc12)c3occc3)NCc4ccc5OCOc5c4,12.79606649883706,-0.6160781065308474,12.79606649883706,0.18692618615612777,0.46573643047374147,430.41600000000017,412.2720000000002,430.11648629599995,160,0,0.33890833212333143,-0.46272831598248476,0.46272831598248476,0.33890833212333143,1.0,1.875,2.75,1.2587933447315254,1299.3507691918953,21.915638315627206,16.86887664292867,16.86887664292867,15.669836433395455,9.93242251420464,9.93242251420464,7.089982992179909,7.089982992179909,4.970740265714552,4.970740265714552,3.4062499619428026,3.4062499619428026,-4.329999999999999,42696677.429905415,19.622713534516684,8.425830723439432,3.977816805625543,182.27365479905365,23.944528402459824,5.693927994848461,23.86615304995517,6.792942306099827,5.907179729351506,5.969305287951849,4.794537184071822,9.77851570501903,0.0,0.0,24.26546827384644,41.96165390246666,11.93098062037737,17.343315204952315,28.216814166597135,22.779409949384416,0.0,10.30076712495354,0.0,6.544756405912575,13.399824270612745,78.05373666364916,0.0,22.953199080290712,14.790514511606428,0.0,11.49902366656781,0.0,30.26028780886331,16.076156543784446,0.0,15.921440167465814,71.34398461730851,0.0,22.35710034580396,0.0,99.89000000000001,18.483366981816275,9.589074368143644,0.0,13.337698712012402,39.41957550406877,5.563451491696996,6.263162995639057,42.46456947923127,18.19910120538483,10.30076712495354,18.627739798453494,21.286796655530075,0.0,29.571372187553887,3.3609516792879957,2.288179836470783,0.8140269729620323,17.75696815253345,1.5363920494630718,0.05197913286537004,0.0,0.125,32,1,8,0,1,1,2,2,4,7,1,8,6,0,0,0,5,3.6967000000000017,114.1392,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Inactive
OC1=C(Oc2cc(O)ccc2C1=O)c3ccc(O)c(O)c3,12.082040973796925,-0.6538751889644743,12.082040973796925,0.08718227723187999,0.5106223467843569,286.239,276.159,286.04773804,106,0,0.23453373936363897,-0.5078219802085129,0.5078219802085129,0.23453373936363897,0.8571428571428571,1.619047619047619,2.3333333333333335,2.339908290764475,909.9162849554012,15.14589989101247,10.569452578065315,10.569452578065315,9.969234250586759,5.982867370120881,5.982867370120881,4.492873046564491,4.492873046564491,3.0895961333929507,3.0895961333929507,2.032338164253242,2.032338164253242,-3.1499999999999995,61045.58819948126,12.862251838410245,4.447829199162572,2.0237234307623813,117.31343579013308,24.843260516416173,11.332531974926148,17.25927108544225,11.178302225184446,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,30.33183534230805,11.629818560158606,5.386224214464796,24.843260516416173,10.969244356107037,0.0,0.0,0.0,0.0,0.0,46.621529986742026,0.0,34.321746243707054,5.428790391900541,0.0,22.99804733313562,0.0,20.426109579362823,0.0,0.0,0.0,45.60989053189483,0.0,22.292943266678474,0.0,111.13000000000002,16.92781405846835,25.220646763434644,0.0,33.791966933246286,0.0,6.06636706846161,30.33183534230805,0.0,0.0,0.0,4.417150937053347,5.4324055177626605,0.0,12.082040973796925,38.295032792450726,-0.34321995464852506,-1.6045389791719147,7.6382796498101335,0.0,0.0,0.0,0.0,21,4,6,0,0,0,2,1,3,6,4,6,1,0,0,0,3,2.2824,74.5792,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(O)cc1,11.83827673250795,0.006089908516549558,11.83827673250795,0.006089908516549558,0.183666665469705,395.5870000000001,358.2910000000001,395.282429424,158,0,0.22388009454542596,-0.507964315792558,0.507964315792558,0.22388009454542596,0.7931034482758621,1.3103448275862069,1.8620689655172413,1.9790158311987793,653.7908292579978,20.99550677485947,17.854732928104813,17.854732928104813,14.219545352812842,10.909077976851888,10.909077976851888,7.075785664872106,7.075785664872106,4.383198692444244,4.383198692444244,2.7096649260590584,2.7096649260590584,-2.5499999999999994,2440178.495629639,24.48780718336484,17.541830704973176,15.093810278768663,176.4774513145399,10.423315998847038,5.749511833283905,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,68.37354130021369,69.21121963432851,12.10820789760957,0.0,9.901064578912528,11.594566004035068,0.0,0.0,0.0,71.13195342895074,5.316788604006331,72.87362912851749,0.0,5.749511833283905,5.316788604006331,5.687386274683562,5.749511833283905,0.0,11.013707124192212,4.794537184071822,0.0,71.13195342895074,72.87362912851749,0.0,0.0,0.0,49.33,0.0,9.901064578912528,0.0,11.65669156263541,12.10820789760957,32.10410811463005,25.683286491704038,24.26546827384644,0.0,60.848686658368,0.0,0.0,0.0,11.83827673250795,12.053953056664135,0.7134488629744493,0.20380128075894133,6.516511861193203,27.939381986489906,2.2346262194114104,0.0,0.4230769230769231,29,2,3,0,0,0,1,0,1,2,2,3,15,0,0,0,1,7.476400000000007,125.14050000000003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Inactive
COC(=O)c1ccc(cc1)c2onc(n2)c3oc(Br)cc3,11.362208793297462,-0.3951815972027013,11.362208793297462,0.3416095049130765,0.6732062431283788,349.14,340.068,347.974568868,106,0,0.33734220297747197,-0.46541751907939005,0.46541751907939005,0.33734220297747197,1.1904761904761905,1.9523809523809523,2.5714285714285716,1.8755301618819324,776.385248421658,14.819626477379408,10.869486441002353,12.455482980117058,10.16903509559602,5.953296639782005,6.746294909339357,4.095826766212559,4.877404718495995,2.7725637144555875,3.1987665649185,1.7420229600183423,2.0485801275619986,-2.4099999999999997,111126.00501415787,13.56745455163026,5.529281250653148,2.727640098710698,127.39740149142622,13.677108827826743,0.0,10.429762861884303,5.824404497999927,5.890723922025908,5.969305287951849,0.0,4.794537184071822,4.9839785209472085,0.0,5.156663257125445,52.328146308719006,5.563451491696996,12.673249032974528,18.471646011898564,21.899249185901198,0.0,10.140641778072654,0.0,0.0,7.109797541277533,46.631169345476515,0.0,23.03882733059727,0.0,0.0,0.0,15.929943897949348,23.219744607302037,4.736862953800049,0.0,10.357988675768818,50.007963727806214,0.0,23.03882733059727,0.0,78.36,5.969305287951849,4.794537184071822,0.0,0.0,33.27179426530412,0.0,7.109797541277533,36.39820241076966,0.0,30.807448629822048,8.940245874026695,15.770877348746145,3.2128264820393007,15.61242507888577,3.8575349584278156,1.1555359323800436,0.8036504635269073,10.168481831820575,0.0,0.0,1.335334570840107,0.07142857142857142,21,0,6,0,0,0,1,2,3,6,0,7,3,0,0,0,3,3.545700000000002,76.47550000000001,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive
OCCCNc1ccnc2cc(Cl)ccc12,8.724143185358013,0.1962740667254561,8.724143185358013,0.1962740667254561,0.8027130303127377,236.702,223.59799999999998,236.071640716,84,0,0.07370489940045792,-0.3963067046553869,0.3963067046553869,0.07370489940045792,1.3125,2.1875,3.0,2.304658719322002,487.402496782385,11.380468888623982,8.780463353516916,9.53639229953537,7.808861750289882,5.200611420252597,5.578575893261824,3.5239203314491245,3.960356111921109,2.3551140605874714,2.5902111633752103,1.577510805477318,1.743854360518614,-1.3199999999999998,5589.351522250384,11.17393481882549,5.143083029978787,2.4301511613009086,99.07490413805422,10.423315998847038,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,11.600939890232516,30.686289896772447,35.444725744928256,5.516700717616262,5.106527394840706,28.191251096997135,0.0,4.9839785209472085,0.0,6.4208216229260096,18.468426974431825,35.48494515920084,0.0,0.0,5.316788604006331,5.687386274683562,0.0,11.600939890232516,23.242144286213406,0.0,0.0,6.4208216229260096,30.462311845459514,5.022633313741326,10.902924932081056,0.0,45.15,0.0,0.0,0.0,6.606881964512918,5.022633313741326,29.555889235603203,0.0,6.196843571613076,24.26546827384644,10.30076712495354,16.70746728507322,0.0,5.904344407724487,4.257105300453515,13.722742984845711,1.8996436444948355,0.0,7.565934271856891,2.48347936962851,0.9445277987738311,0.0,0.25,16,2,3,0,0,0,1,1,2,3,2,4,4,0,0,0,2,2.6825,66.94550000000002,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Inactive
Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,12.043337270093222,-0.4895233371126222,12.043337270093222,0.016263699924414343,0.5106223467843569,286.239,276.159,286.04773804,106,0,0.19657917391887414,-0.5076781658604214,0.5076781658604214,0.19657917391887414,0.8095238095238095,1.5714285714285714,2.2857142857142856,2.2943459565950692,909.9162849554009,15.14589989101247,10.569452578065315,10.569452578065315,9.952397498181153,5.976884305977174,5.976884305977174,4.516426576285552,4.516426576285552,3.0545529549351516,3.0545529549351516,2.0728900253249165,2.0728900253249165,-3.1499999999999995,56060.202076412104,12.862251838410245,4.447829199162572,2.1215920915712805,117.31343579013308,24.843260516416166,28.22851544154929,16.92781405846835,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,18.19910120538483,23.762552697081826,0.0,24.843260516416166,10.969244356107037,0.0,0.0,0.0,0.0,0.0,46.62152998674202,0.0,34.321746243707054,5.428790391900541,0.0,22.99804733313562,0.0,20.426109579362823,0.0,0.0,0.0,45.60989053189483,0.0,22.292943266678478,0.0,111.13000000000001,5.428790391900541,25.220646763434644,0.0,39.7275391081171,5.563451491696996,12.13273413692322,24.26546827384644,0.0,0.0,0.0,4.417150937053347,5.472451814058957,0.0,12.043337270093222,37.852256379416374,-0.10554421768707378,-1.1327002498530252,7.37019900397155,0.0,0.0,0.0,0.0,21,4,6,0,0,0,2,1,3,6,4,6,1,0,0,0,3,2.2824,74.57920000000001,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive
Nc1ccccc1c2oc(nn2)C(=O)NC3CCCCC3,12.10386227639204,-0.3100439342403629,12.10386227639204,0.014975434618291983,0.8447462251830642,286.3350000000001,268.191,286.142975816,110,0,0.30856559907542386,-0.4121088425901144,0.4121088425901144,0.30856559907542386,1.1904761904761905,1.9523809523809523,2.7142857142857144,1.7217122144801096,632.1087844516361,14.656489770562878,11.710559292998138,11.710559292998138,10.237183443017884,7.230783150502732,7.230783150502732,5.308013228639771,5.308013228639771,3.7508304849503724,3.7508304849503724,2.6096597573930933,2.6096597573930933,-2.37,111153.03274346163,13.605641504907577,5.948317132030925,3.0415981242879226,122.29061474784714,15.467607018221862,0.0,0.0,5.890723922025908,0.0,11.797903651377414,4.794537184071822,0.0,0.0,10.197363616602075,31.39519900570125,24.97437738277524,11.729227103831523,5.563451491696996,9.211688121125169,11.594566004035068,0.0,15.514152220608405,0.0,38.14594894377801,5.733667477162185,30.15619219587235,0.0,11.454175413722904,11.050456081168516,5.687386274683562,0.0,0.0,22.14638417510154,0.0,0.0,42.78936922072778,28.682619210899787,0.0,11.454175413722904,0.0,94.03999999999999,0.0,4.794537184071822,0.0,23.730468402551285,11.250837766380558,25.683286491704038,6.4208216229260096,12.13273413692322,12.13273413692322,15.514152220608405,10.150818414215532,5.439595616024188,0.0,12.10386227639204,10.666889014865205,7.041532212760117,-0.05937662719408787,7.402484214413604,5.571679959405602,0.0,0.0,0.4,21,3,6,1,0,1,1,1,2,5,2,6,3,1,0,1,3,2.3813000000000004,78.48560000000002,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive
Clc1ccccc1OCC(=O)NCCc2nc3ccccc3n2CCC=C,12.027320023701247,-0.19104410745779776,12.027320023701247,0.07280407012820422,0.5679664898736692,383.87900000000013,361.70300000000015,383.140054624,140,0,0.2574530148295502,-0.48221938506683154,0.48221938506683154,0.2574530148295502,1.2222222222222223,2.0,2.814814814814815,1.556605403491572,936.0763491175794,19.062267164498692,15.027681354762791,15.783610300781246,13.185871848001629,8.878417909666842,9.25638238267607,6.06478381028168,6.471983937022286,4.156630437587654,4.468879215356438,2.8559823404482567,3.0462701885874566,-2.7899999999999996,1782171.5288953453,18.98501866545865,9.235070335079635,4.889726188147492,163.16707136888135,14.620751205597735,11.573916331283833,6.606881964512918,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,6.578935683598497,41.942428270912835,30.68628989677245,19.51033443475116,16.05603474897385,9.53140013787187,28.541521054816542,0.0,14.867866772744893,0.0,19.386399651764595,13.151638370425493,72.03293014986652,0.0,5.749511833283905,10.05365155780638,0.0,5.749511833283905,11.600939890232516,28.609896268515563,17.760115212910407,0.0,12.245226120925937,61.18589233812526,5.022633313741326,11.033401435232523,0.0,56.15,0.0,4.794537184071822,0.0,12.514061693864424,23.737723175863817,29.823383962071034,0.0,12.13273413692322,36.407855449141934,22.529191003857793,21.321781364979774,7.634244725782875,6.015068807090246,16.723590506348444,3.3552608144490224,2.06265826026822,1.2588693921110463,15.126699510966443,3.404191591700796,5.030527502394021,0.0,0.23809523809523808,27,1,5,0,0,0,2,1,3,4,1,6,9,0,0,0,3,4.0035000000000025,108.20770000000006,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inactive
